Carthago (Karthago), -inis (f.)	(proper n.) Carthage, a city in north Africa
nemus, -oris (n.)	(n.) tract of woodland, wood, forest, grove
duo, -ae, -o	(adj.) two
laboro, -are, -avi, -atum	(v.) to work; produce; be troubled, sick, oppressed, in distress
nuntio, -are, -avi, -atum	(v.) to announce, report, give warning; convey, deliver
cupio, -ere, -ivi, -itum	(v.) to long for, desire, wish
cras	(adv.) tomorrow; after today; hereafter, in the future
sanus, -a, -um	(adj.) sound, healthy; sensible; sober, sane
fabula, -ae (f.)	(n.) story, fable; play
recito, -are, -avi, -atum	(v.) to read aloud, recite; name in writing
memini, -isse	(v.) (a defective verb) to remember, recollect; (with gen.) think of, is mindful of
iste, -a, -ud	(pron./adj.) that, this, that of yours
canis, -is (m. or f.)	(n.) dog
eques, -itis (m.)	(n.) horseman, rider; cavalryman, horse-soldier, trooper; member of the Equestrian social class
primum	(adv.) at first, first, in the first place, in the beginning
insanus, -a, -um	(adj.) insane, unhealthy in mind
praesidium, -i (n.)	(n.) protection; help; guard; garrison
posco, -ere, poposci	(v.) to ask urgently, beg, demand, request, desire
ventus, -i (m.)	(n.) wind
exercitus, -us (m.)	(n.) disciplined body of men, army
consido, -ere, -sedi, -sessum	(v.) to sit down, be seated; sit ( judge); sink, stop, settle; take up a position
somnus, -i (m.)	(n.) sleep; (in plural) dream
Caelius, -i (m.)	(proper n.) a Roman male name (nomen – name of a Roman gens)
accuso, -are, -avi, -atum	(v.) to accuse, blame, find fault; reprimand; charge (w/ a crime)
niger, -gra, -grum	(adj.) black, dark
trans	(prep.) (with acc.) across, over; beyond; on the other side
civitas, -atis (f.)	(n.) city, state; citizenship
a, ab, abs	(prep.) (with abl.) from, away from, out of, by
vinum, -i (n.)	(n.) wine
acer, acris, acre	(adj.) sharp, bitter, pointed, piercing, shrill; keen; severe
equidem	(adv.) truly, indeed, certainly, by all means, of course, to be sure
equus, -i (m.)	(n.) horse
socius, -a, -um	(adj.) sharing, joining in, united, associated, allied, fellow, common
cur	(adv.) why? wherefore? for what reason?
pervenio, -ire, -veni, -ventum	(v.) to come up, arrive, reach
rusticus, -a, -um	(adj.) country, rural; plain, simple, rustic; provincial, unrefined
muto, -are, -avi, -atum	(v.) to move, move away, remove, change
gradus, -us (m.)	(n.) step, pace, gait, walk
Diana, -ae (f.)	(proper n.) Diana, the goddess of the moon, daughter of Jupiter and Latona and twin sister of Apollo
castra, -orum (n. pl.)	(n.) military camp, encampment, fort
periculum or periclum, -i (n.)	(n.) trial, experiment, attempt, test; risk, hazard, danger, peril
vulnero (volnero), -are, -avi, -atum	(v.) to wound, harm, pain, distress; damage
inspicio, -ere, -spexi, -spectum	(v.) to examine, inspect; to consider, look into
Danai, -orum (pl.)	(proper n.) the Danaans, the Greeks
animus, -i (m.)	(n.) soul, intelligence, reason, intellect, mind; courage
verbum, -i (n.)	(n.) word
liber, -bri (m.)	(n.) bark of a tree; paper, book
orator, -oris (m.)	(n.) speaker, orator
insula, -ae (f.)	(n.) island; apartment building
do, dare, dedi, datum	(v.) to give, hand over, deliver, give up, pay, surrender, grant
