ipse, -a, -um	(pron./adj.) self, in person, himself, herself, itself, etc.
votum, -i (n.)	(n.) promise to a god, solemn pledge, vow
spectator, -oris (m.)	(n.) spectator
timeo, -ere, -ui	(v.) to fear, be afraid, be fearful, apprehensive, dread
descendo, -ere, -i, descensum	(v.) to descend, go down; to dismount; to penetrate, sink
lumen, -inis (n.)	(n.) light, daylight; brightness; day; life; eye
tum	(adv.) then, at that time, in those times
appello (adp-), -are, -avi, -atum	(v.) to call, address, name; request, implore, demand
voco, -are, -avi, -atum	(v.) to call, summon, invoke, call together, convoke
eo, ire, ivi or ii, itum	(v.) to go, walk, ride, sail, fly, move, pass
propius	(adv.) more nearly, more closely, nearer, closer
tenebrae, -arum (f. pl.)	(n.) darkness, gloom
pons, pontis (m.)	(n.) bridge
audacia, -ae (f.)	(n.) boldness, courage, confidence; recklessness
sentio, -ire, sensi, sensum	(v.) to discern by sense, feel, hear, see, perceive, be sensible of
filia, -ae (f.)	(n.) daughter
monstrum, -i (n.)	(n.) divine omen, miracle; monster
praemium, -i (n.)	(n.) prize, reward; gift; repayment
hostis, -is (m.)	(n.) stranger, foreigner; enemy, foe, public enemy
proficiscor, -i, -fectus sum	(v.) to set out, start, go, march, depart
puer, -eri (m.)	(n.) male child, boy, lad, young man
sollicitus, -a, -um	(adj.) concerned, worried; upset, troubled, disturbed, anxious, apprehensive
alter, -tera, -terum	(adj.) one, another, the one, the other (of two)
tamquam or tanquam	(adv.) as much as, so as, just as, like as, as if, so to speak
mercator, -oris (m.)	(n.) trader, merchant
dignus, -a, -um	(adj.) worthy, deserving, deserved, suitable, fitting, proper
statua, -ae (f.)	(n.) statue; image
obscurus, -a, -um	(adj.) dark, dusky, shady, obscure
legatus, -i (m.)	(n.) ambassador, legate
Iulia, -ae (f.)	(proper n.) a Roman female name (nomen – name of a Roman gens)
sors, sortis (f.)	(n.) lot, decision by lot, drawing; oracular response, prophecy
utor, uti, usus sum	(v.) (with abl.) to use, make use of, employ, profit by, take advantage of, enjoy, serve oneself with
Aurelius, -i (m.)	(proper n.) a Roman male name (nomen – name of a Roman gens)
arbor (arbos), -oris (f.)	(n.) tree
comparo, -are, -avi, -atum	(v.) to place together, join; compare, consider; prepare, acquire; arrange, establish
gratia, -ae (f.)	(n.) favor, regard, liking, love, friendship; charm, beauty, loveliness
princeps, -cipis	(adj.) first in order, foremost, chief
rogo, -are, -avi, -atum	(v.) to ask, question, interrogate
candidus, -a, -um	(adj.) bright, clear, transparent; clean, spotless; innocent, pure, unaffected, honest; white, pale
nec or neque	(conj.) and not, also not, nor; neither...nor (nec/neque...nec/ neque)
campus, -i (m.)	(n.) plain, field, open country, level place
panis, -is (m.)	(n.) bread
vetus, -eris	(adj.) old, aged, advanced in years
incito, -are, -avi, -atum	(v.) to enrage; urge on, incite; inspire
ager, agri (m.)	(n.) (productive) land, a field, farm, estate, pasture
currus, -us (m.)	(n.) chariot, car, wagon
consul, -is (m.)	(n.) consul
quasi	(adv.) as if, just as if, as though
nympha, -ae (f.)	(n.) nymph (a demi-goddess who inhabits the sea, rivers, fountains, woods, trees, and mountains)
immortalis (inm-), -e	(adj.) immortal, undying
