fortuna, -ae (f.)	(n.) chance, luck, fate, fortune
igitur	(conj.) then, therefore, thereupon, accordingly, consequently
dolor, -oris (m.)	(n.) pain, ache, suffering, anguish
gladius, -i (m.)	(n.) sword
pello, -ere, pepuli, pulsum	(v.) to beat; to push; to drive out, banish, strike, defeat, drive away
periculosus, -a, -um	(adj.) dangerous; threatening
spiritus, -us (m.)	(n.) breathing, breath
umbra, -ae (f.)	(n.) shade, ghost, shadow
qua	(adv.) on which side, at which place, in what direction, where, by what way
absum, abesse, afui	(v.) to be away from, be absent
navigo, -are, -avi, -atum	(v.) to sail; navigate
prius	(adv.) sooner, first, previously
Aeneas, -ae (m.)	(proper n.) Aeneas, leader of the Trojans
respicio, -ere, -spexi, -spectum	(v.) to look back, look about, see behind, gaze at, look for
iam	(adv.) at the moment, at the present moment, now, already, at this time, just now, at present
furor, -oris (m.)	(n.) raving, rage, madness, fury, passion
villa, -ae (f.)	(n.) farm, country home, estate; large country residence
medius, -a, -um	(adj.) in the middle, in the midst, mid, mean, middle (of)
infelix, -icis	(adj.) unfruitful, not fertile, barren; unfortunate, ill-fated, unhappy, miserable, unlucky
clipeus, -i (m.)	(n.) round shield of metal
velut or veluti	(adv.) even as, just as, like as, like
munus, -eris (n.)	(n.) service, office, duty; gift, present
mons, montis (m.)	(n.) mountain, mount, range of mountains
Plinius, -i (m.)	(proper n.) a Roman male name (nomen – name of a Roman gens)
ardens, -entis	(adj.) glowing, fiery, hot, ablaze, burning, eager
cano, -ere, cecini, cantum	(v.) to make music; sing (of), sound; prophesize
comes, -itis (m.)	(n.) companion, associate, comrade, partner
ops, opis (f.)	(n.) power, might; aid, help; property, substance, wealth
sed	(conj.) but, on the contrary, but also, but even, but in fact
herba, -ae (f.)	(n.) grass, herb
ratio, -onis (f.)	(n.) reason, understanding; calculation, computation
levis, -e	(adj.) light, not heavy
nihil or nil	(pron.) nothing
patria, -ae (f.)	(n.) fatherland, native land, own country, native place
subito	(adv.) suddenly, immediately, unexpectedly, at once
haurio, -ire, hausi, haustum	(v.) to draw up, draw out, draw; to drain, drink up, spill, shed
parco, -ere, peperci, parsum	(v.) (with dat.) to act sparingly, be sparing, spare, refrain from, use moderately
negotium, -i (n.)	(n.) work, business, activity, job; pain, trouble, annoyance, distress
studium, -i (n.)	(n.) application, zeal, eagerness, inclination, desire, exertion, study
pars, partis (f.)	(n.) part, piece, portion, share, division, section
opus, -eris (n.)	(n.) work, labor, toil; (with abl. or inf.) need (of)
sacer, -cra, -crum	(adj.) dedicated, consecrated, devoted, sacred
solvo, -ere, solvi, solutum	(v.) to loosen, unbind, unfasten, untie, release
miser, -era, -erum	(adj.) wretched, unfortunate, miserable, pitiable, in distress
umerus (humerus), -i (m.)	(n.) upper arm, shoulder
puto, -are, -avi, -atum	(v.) to believe, think, suppose; clean, trim
tollo, -ere, sustuli, sublatum	(v.) to lift, take up, raise, elevate, exalt
supero, -are, -avi, -atum	(v.) to overcome, conquer; survive; surpass, be above, have the upper hand
contingo, -ere, -tigi, -tactum	(v.) to touch, reach, take hold of, seize
olim	(adv.) formerly; once, once upon a time; in the future
